Datum	time	measurement	pressure_sample[bar]	pressure_rounded[bar]	current[mA]	current_rounded[mA]	voltage_th[mV]	voltage_needle_th[mV]	voltage[mV]	voltage_needle[mV]	R_ges / mOhm*cm²	R_bulk / mOhm*cm²	contact_area[cm2]	pressure_sensor	sample_thickness[cm]	cycle	degradation_corr[mOhm]	as_degradation_corr[mOhm*cm2]	main_resistance[mOhm]	main_resistance_mean[mOhm]	main_resistance_error[mOhm]	as_main_resistance[mOhm*cm2]	as_main_resistance_mean[mOhm*cm2]	as_main_resistance_error[mOhm*cm2]	as_flow_resistance[mOhm*cm2]	as_flow_resistance_mean[mOhm*cm2]	as_flow_resistance_error[mOhm*cm2]	vs_main_resistance[mOhm*cm]	vs_main_resistance_mean[mOhm*cm]	vs_main_resistance_error[mOhm*cm]	flow_resistance[mOhm]	flow_resistance_mean[mOhm]	flow_resistance_error[mOhm]	vs_flow_resistance[mOhm*cm]	vs_flow_resistance_mean[mOhm*cm]	vs_flow_resistance_error[mOhm*cm]	bulk_resistance[mOhm]	bulk_resistance_mean[mOhm]	bulk_resistance_error[mOhm]	bulk_resistance_sub[mOhm]	as_bulk_resistance[mOhm*cm2]	as_bulk_resistance_mean[mOhm*cm2]	as_bulk_resistance_error[mOhm*cm2]	vs_bulk_resistance[mOhm*cm]	vs_bulk_resistance_mean[mOhm*cm]	vs_bulk_resistance_error[mOhm*cm]	contact_resistance[mOhm]	contact_resistance_mean[mOhm]	contact_resistance_error[mOhm]	as_contact_resistance[mOhm*cm2]	as_contact_resistance_mean[mOhm*cm2]	as_contact_resistance_error[mOhm*cm2]	vs_main_conductance[S/cm]	vs_main_conductance_mean[S/cm]	vs_main_conductance_error[S/cm]	vs_flow_conductance[S/cm]	vs_flow_conductance_mean[S/cm]	vs_flow_conductance_error[S/cm]	vs_bulk_conductance[S/cm]	vs_bulk_conductance_mean[S/cm]	vs_bulk_conductance_error[S/cm]
18.08.2021	11:59:44	25 Zyklen	2.014733	2.0	49.4	0.0	23.46379	217.49996099999998	23.573754	217.49996099999998	1980.386208	18271.757856	4.15	0.425937	0.01	16.0	4.891031185341366	20.297779419166666	474.97550607287445	468.64504104213484	2.332015729587306	1971.1483502024291	1944.8769203248598	9.6778652777873	1950.8505707832624	1924.5791409056933	9.6778652777873	197114.8350202429	194487.692032486	967.7865277787294	470.0844748875331	463.75400985679346	2.332015729587306	195085.05707832624	192457.9140905693	967.786527778729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	235.04223744376654	231.87700492839673	1.166007864793653	975.4252853916312	231.87700492839673	1.166007864793653	5.0731848767105935e-06	5.1420936657411255e-06	2.5463922791449716e-08	5.125969230941671e-06	192457.9140905693	967.786527778729	inf	inf	
18.08.2021	11:59:48	25 Zyklen	2.032461	2.0	99.3	100.0	46.56787	217.49996099999998	46.677833	217.49996099999998	1950.785582	9089.877524	4.15	0.42966499999999996	0.01	16.0	4.891031185341366	20.297779419166666	468.9614300100705	468.64504104213484	2.332015729587306	1946.1899345417928	1944.8769203248598	9.6778652777873	1925.892155122626	1924.5791409056933	9.6778652777873	194618.9934541793	194487.692032486	967.7865277787294	464.0703988247291	463.75400985679346	2.332015729587306	192589.2155122626	192457.9140905693	967.786527778729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	232.03519941236456	231.87700492839673	1.166007864793653	962.946077561313	231.87700492839673	1.166007864793653	5.138244640215129e-06	5.1420936657411255e-06	2.5463922791449716e-08	5.192398740189727e-06	192457.9140905693	967.786527778729	inf	inf	
18.08.2021	11:59:52	25 Zyklen	2.039303	2.0	149.5	100.0	69.748508	217.49996099999998	69.858471	217.49996099999998	1939.215082	6037.624335	4.15	0.431158	0.01	16.0	4.891031185341366	20.297779419166666	466.54520401337794	468.64504104213484	2.332015729587306	1936.1625966555187	1944.8769203248598	9.6778652777873	1915.8648172363519	1924.5791409056933	9.6778652777873	193616.25966555186	194487.692032486	967.7865277787294	461.65417282803656	463.75400985679346	2.332015729587306	191586.4817236352	192457.9140905693	967.786527778729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	230.82708641401828	231.87700492839673	1.166007864793653	957.9324086181759	231.87700492839673	1.166007864793653	5.164855481287452e-06	5.1420936657411255e-06	2.5463922791449716e-08	5.219574946015799e-06	192457.9140905693	967.786527778729	inf	inf	
18.08.2021	11:59:55	25 Zyklen	2.0455080000000003	2.0	199.4	200.0	92.541146	217.49996099999998	92.65111	217.49996099999998	1928.2954129999998	4526.704303	4.15	0.43243000000000004	0.01	16.0	4.891031185341366	20.297779419166666	464.0980240722166	468.64504104213484	2.332015729587306	1926.0067998996992	1944.8769203248598	9.6778652777873	1905.7090204805324	1924.5791409056933	9.6778652777873	192600.6799899699	194487.692032486	967.7865277787294	459.20699288687524	463.75400985679346	2.332015729587306	190570.90204805325	192457.9140905693	967.786527778729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	229.60349644343762	231.87700492839673	1.166007864793653	952.8545102402662	231.87700492839673	1.166007864793653	5.192089664751325e-06	5.1420936657411255e-06	2.5463922791449716e-08	5.247390809683242e-06	192457.9140905693	967.786527778729	inf	inf	
18.08.2021	11:59:58	25 Zyklen	3.054608	3.0	49.4	0.0	21.126372	217.49996099999998	21.236335	217.49996099999998	1784.0241350000001	18271.757856	4.15	0.645768	0.01	16.0	4.108140726104418	17.048784013333332	427.6593522267206	420.0905814278125	2.742078348847731	1774.7863117408906	1743.3759129254217	11.379625147718077	1757.7375277275573	1726.3271289120885	11.379625147718077	177478.63117408907	174337.59129254217	1137.9625147718095	423.5512115006162	415.982440701708	2.742078348847731	175773.75277275572	172632.71289120882	1137.9625147718073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	211.7756057503081	207.991220350854	1.3710391744238655	878.8687638637787	207.991220350854	1.3710391744238655	5.634481139417277e-06	5.736725367920554e-06	3.71677767997679e-08	5.6891315354279465e-06	172632.71289120882	1137.9625147718073	inf	inf	
18.08.2021	12:00:03	25 Zyklen	3.066349	3.0	99.3	100.0	41.739822	217.49996099999998	41.849785	217.49996099999998	1749.0091579999998	9089.877524	4.15	0.6482829999999999	0.01	16.0	4.108140726104418	17.048784013333332	420.3406042296072	420.0905814278125	2.742078348847731	1744.41350755287	1743.3759129254217	11.379625147718077	1727.3647235395367	1726.3271289120885	11.379625147718077	174441.35075528699	174337.59129254217	1137.9625147718095	416.2324635035028	415.982440701708	2.742078348847731	172736.47235395366	172632.71289120882	1137.9625147718073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	208.1162317517514	207.991220350854	1.3710391744238655	863.6823617697684	207.991220350854	1.3710391744238655	5.732585741111569e-06	5.736725367920554e-06	3.71677767997679e-08	5.789165347494788e-06	172632.71289120882	1137.9625147718073	inf	inf	
18.08.2021	12:00:06	25 Zyklen	3.065867	3.0	149.5	100.0	62.379838	217.49996099999998	62.489802000000005	217.49996099999998	1734.666736	6037.624335	4.15	0.648125	0.01	16.0	4.108140726104418	17.048784013333332	417.2564414715719	420.0905814278125	2.742078348847731	1731.6142321070236	1743.3759129254217	11.379625147718077	1714.5654480936903	1726.3271289120885	11.379625147718077	173161.42321070234	174337.59129254217	1137.9625147718095	413.1483007454675	415.982440701708	2.742078348847731	171456.54480936902	172632.71289120882	1137.9625147718073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	206.57415037273375	207.991220350854	1.3710391744238655	857.2827240468451	207.991220350854	1.3710391744238655	5.774958310334529e-06	5.736725367920554e-06	3.71677767997679e-08	5.832381616647137e-06	172632.71289120882	1137.9625147718073	inf	inf	
18.08.2021	12:00:09	25 Zyklen	3.062741	3.0	199.4	200.0	82.772122	217.49996099999998	82.882085	217.49996099999998	1724.9782059999998	4526.704303	4.15	0.6474810000000001	0.01	16.0	4.108140726104418	17.048784013333332	415.10592778335	420.0905814278125	2.742078348847731	1722.6896003009026	1743.3759129254217	11.379625147718077	1705.6408162875694	1726.3271289120885	11.379625147718077	172268.96003009027	174337.59129254217	1137.9625147718095	410.9977870572456	415.982440701708	2.742078348847731	170564.08162875692	172632.71289120882	1137.9625147718073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	205.4988935286228	207.991220350854	1.3710391744238655	852.8204081437847	207.991220350854	1.3710391744238655	5.804876280818842e-06	5.736725367920554e-06	3.71677767997679e-08	5.862899096050954e-06	172632.71289120882	1137.9625147718073	inf	inf	
18.08.2021	12:00:12	25 Zyklen	5.057384	5.0	49.4	0.0	14.998873999999999	217.49996099999998	15.108837	217.49996099999998	1269.2646550000002	18271.757856	4.15	1.069246	0.01	16.0	3.315857940160643	13.760810451666666	303.62093117408904	298.57834997813825	1.774863653236815	1260.0268643724696	1239.100152409274	7.365684160932776	1246.266053920803	1225.3393419576073	7.365684160932776	126002.68643724696	123910.0152409274	736.5684160932772	300.3050732339284	295.2624920379776	1.774863653236815	124626.6053920803	122533.93419576074	736.568416093277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	150.1525366169642	147.6312460189888	0.8874318266184075	623.1330269604015	147.6312460189888	0.8874318266184075	7.936338726381277e-06	8.071221087361937e-06	4.757648532187705e-08	8.023968853632497e-06	122533.93419576074	736.568416093277	inf	inf	
18.08.2021	12:00:17	25 Zyklen	5.054974	5.0	99.3	100.0	29.633204	217.49996099999998	29.743167	217.49996099999998	1243.042727	9089.877524	4.15	1.068655	0.01	16.0	3.315857940160643	13.760810451666666	298.4209869083585	298.57834997813825	1.774863653236815	1238.4470956696878	1239.100152409274	7.365684160932776	1224.686285218021	1225.3393419576073	7.365684160932776	123844.70956696877	123910.0152409274	736.5684160932772	295.10512896819785	295.2624920379776	1.774863653236815	122468.62852180211	122533.93419576074	736.568416093277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	147.55256448409892	147.6312460189888	0.8874318266184075	612.3431426090106	147.6312460189888	0.8874318266184075	8.074628326850345e-06	8.071221087361937e-06	4.757648532187705e-08	8.165356402451899e-06	122533.93419576074	736.568416093277	inf	inf	
